2026-2027学年第1学期工作安排表,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
新课程序号,课程名称,周学时,负责人,授课教师,教师工号,教师职称,课程性质,授课语言,校区,听课专业,选课人数,起始周,结束周,排课信息
职业技术教育学院,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CAU360901,多模态空间建构（中级项目一）,8,,闫超,21152,,实践环节课程,中文,四平路校区,2024(未来技术班(智慧空间) 09050),0,1,16,闫超(21152) 星期一1-4节 [1-16] 学院教室B310 闫超(21152) 星期四5-8节 [1-16] 学院教室B310
CAU353801,当代建筑文化与策展思维（英）,2,,莫万莉,22217,,专业选修课,英语,四平路校区,"2024(建筑学(国际班) 02002),2024(建筑学 02015),2024(历史建筑保护工程 02084)",0,1,16,莫万莉(22217) 星期二3-4节 [1-16] 北308
CAU252101,城市设计入门：基本认知和基本方法,2,,沙永杰,99129,,专业选修课,中文,四平路校区,"2025(城市设计 02003),2025(建筑学 02015),2025(城乡规划 02036),2025(历史建筑保护工程 02084),2025(风景园林 02094),2025(风景园林(精英班) 09034)",0,1,16,沙永杰(99129) 星期三5-6节 [1-16] 北305
CAU343801,园林工程与运营管理,2,,李瑞冬,99023,,专业必修课,中文,四平路校区,"2024(城市设计(卓越班) 02025),2024(风景园林 02094),2025(风景园林(二学位) 02016)",0,1,16,李瑞冬(99023) 星期三1-2节 [1-16] 南308
CAU343901,种植与生态专项设计Ⅰ,1,,陈静,11127,,专业必修课,中文,四平路校区,"2023(风景园林 02094),2024(风景园林 02094),2025(风景园林(二学位) 02016)",0,1,8,陈静(11127) 星期四5-6节 [1-8] 北308
CAU354501,AI＋建筑策划,2,,"涂慧君,李江峰","04184,10070",",副教授",专业选修课,中英,四平路校区,"2023(城市设计 02003),2023(建筑学 02015),2023(城市设计(卓越班) 02025),2023(历史建筑保护工程 02084),2023(风景园林 02094),2023(城乡规划(四) 02096),2023(建筑学(四) 02114)",0,1,8,涂慧君(04184) 星期三5-8节 [2-4双 5-7单] 北111 李江峰(10070) 星期三5-8节 [1-3单 6-8双] 北111
CAU006102,上海建筑历史遗产,2,,朱晓明,92501,,工程能力与创新思维,中文,嘉定校区,,0,1,12,朱晓明(92501) 星期三7-8节 [1-12] 博楼B401
CAU260901,逻辑与几何（初级项目一）,6,,王祥,21022,,实践环节课程,中文,四平路校区,2025(未来技术班(智慧空间) 09050),0,1,16,王祥(21022) 星期一1-4节 [1-16] 学院教室B210 王祥(21022) 星期四5-6节 [1-16] 学院教室B210
CAU290101,智慧空间设计原理与技术,3,,"邵甬,孙澄宇,许鹏,陈筝,叶宇,刘超,王祥,闫超,庄宇,匡晓明,徐磊青,章明,袁烽","05001,05027,10126,13156,16154,19001,21022,21152,93048,94053,95016,95022,96503",",,,,,,,,,,,,",领域基础课,中文,四平路校区,2025(卓越计划班（智慧空间） 09102),0,1,16,叶宇(16154) 星期三9-11节 [13] 北129 邵甬(05001) 星期三9-11节 [10] 北129 许鹏(10126) 星期三9-11节 [3] 北129 陈筝(13156) 星期三9-11节 [16] 北129 刘超(19001) 星期三9-11节 [15] 北129 孙澄宇(05027) 星期三9-11节 [4-5] 北129 章明(95022) 星期三9-11节 [11] 北129 徐磊青(95016) 星期三9-11节 [2] 北129 庄宇(93048) 星期三9-11节 [12] 北129 王祥(21022) 星期三9-11节 [8-9] 北129 匡晓明(94053) 星期三9-11节 [14] 北129 袁烽(96503) 星期三9-11节 [1] 北129 闫超(21152) 星期三9-11节 [6-7] 北129
CAU261301,微观空间感知-生成与创造,8,,"王方邑,范兆祥,陈晓超","24195,25027,25233",",,null",实践环节课程,中文,四平路校区,2025(卓越计划班（智慧空间） 09102),0,1,16,"王方邑(24195),范兆祥(25027),陈晓超(25233) 星期一1-4节 [1-16] 学院教室 B403、B405、B407、B409、B411 王方邑(24195),范兆祥(25027),陈晓超(25233) 星期四5-8节 [1-16] 学院教室 B403、B405、B407、B409、B411"
CAU357701,暖通空调I,2,,"周翔,叶蔚","11033,17138",",",专业选修课,中文,嘉定校区,2024(建筑环境与能源应用工程 04014),0,1,16,叶蔚(17138) 星期四7-8节 [1-8] 博楼B203 周翔(11033) 星期四7-8节 [9-16] 博楼B203
CAU457701,建筑生命周期评价与碳排放计算,1,,苏醒,13181,,专业选修课,中文,嘉定校区,2023(建筑环境与能源应用工程 04014),0,9,16,苏醒(13181) 星期六7-8节 [9-16] 不安排教室
CAU457601,通风技术中的气流组织,1,,叶蔚,17138,,专业选修课,中文,嘉定校区,2023(建筑环境与能源应用工程 04014),0,1,8,叶蔚(17138) 星期四5-6节 [1-8] 博楼B101
CAU457201,从建材散发到健康建筑,1,,苏醒,13181,,专业选修课,中文,嘉定校区,2023(建筑环境与能源应用工程 04014),0,1,8,苏醒(13181) 星期六9-10节 [1-8] 不安排教室
CAU457101,人工环境与热舒适,1,,苏醒,13181,,专业选修课,中文,嘉定校区,2023(建筑环境与能源应用工程 04014),0,9,16,苏醒(13181) 星期六9-10节 [9-16] 不安排教室
机械工程与机器人学院,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CME350201,材料成型技术基础,2,,侯泽然,23009,,专业选修课,中文,嘉定校区,"2024(中德机械工程与机器人(创新实验区) 04004),2024(机械设计制造及其自动化 04034)",0,1,16,侯泽然(23009) 星期一1-2节 [1-16] 安楼A219
CME230101,机械设计,3,,陈茂林,16004,,专业基础课,中文,嘉定校区,"2024(车辆工程(汽车精英班) 09048),2024(车辆工程(汽车) 19027)",0,1,16,陈茂林(16004) 星期一3-4节 [1-15单] 安楼A304 陈茂林(16004) 星期四3-4节 [1-16] 安楼A304
CME230102,机械设计,3,,刘敏,96742,,专业基础课,中文,嘉定校区,"2024(车辆工程(汽车精英班) 09048),2024(车辆工程(汽车) 19027)",0,1,16,刘敏(96742) 星期一3-4节 [1-15单] 安楼A404 刘敏(96742) 星期四3-4节 [1-16] 安楼A404
CME230103,机械设计,3,,孙凤振,22510,null,专业基础课,中文,嘉定校区,2024(中德机械工程与机器人(创新实验区) 04004),0,1,16,孙凤振(22510) 星期一3-4节 [1-15单] 诚楼C411 孙凤振(22510) 星期二3-4节 [1-16] 诚楼C411
CME230201,互换性和技术测量,2,,朱文峰,05187,,专业基础课,中文,嘉定校区,"2024(机械电子工程 51014),2025(商用大飞机校企联合人才培养创新模式实验班 45003),2025(飞行器制造工程 45024)",0,1,16,朱文峰(05187) 星期二1-2节 [1-16] 博楼B103
CME230202,互换性和技术测量,2,,马淑梅,94022,,专业基础课,中文,四平路校区,"2025(飞行器制造工程(精英班) 09021),2025(机械设计制造及其自动化(精英班) 09026)",0,1,16,马淑梅(94022) 星期二1-2节 [1-16] 南422
CME230203,互换性和技术测量,2,,李晏,93018,,专业基础课,中文,嘉定校区,"2024(机械电子工程 51014),2025(商用大飞机校企联合人才培养创新模式实验班 45003),2025(飞行器制造工程 45024)",0,1,16,李晏(93018) 星期二1-2节 [1-16] 博楼B104
CME450301,人因工程学,2,,周健,04105,,专业选修课,中文,嘉定校区,2023(中德机械工程与机器人(创新实验区) 04004),0,1,8,周健(04105) 星期五5-8节 [1-8] 诚楼C410B
,新能源利用技术,1,,赵清理,98786,,个性化课程,中文,嘉定校区,2023(中德机械工程与机器人(创新实验区) 04004),0,1,16,赵清理(98786) 星期六1-2节 [2-16双] 不排教室
CME470101,三维数字化设计,1,,赵清理,98786,,个性化课程,中文,嘉定校区,"2023(中德机械工程与机器人(创新实验区) 04004),2023(建筑环境与能源应用工程 04014),2023(能源与动力工程 04024),2023(机械设计制造及其自动化 04034),2023(能源与动力工程(应用化学双学士学位) 04065)",0,1,8,赵清理(98786) 星期六3-4节 [1-7单] 不排教室
,计算机通讯技术,1,,赵清理,98786,,个性化课程,中文,嘉定校区,"2023(中德机械工程与机器人(创新实验区) 04004),2023(建筑环境与能源应用工程 04014),2023(能源与动力工程 04024),2023(机械设计制造及其自动化 04034),2023(能源与动力工程(应用化学双学士学位) 04065)",0,1,8,赵清理(98786) 星期日1-2节 [1-8] 不排教室
CME350801,人工智能基础,2,,唐堂,15173,,专业选修课,中文,嘉定校区,"2024(机械设计制造及其自动化 04034),2025(机械设计制造及其自动化(二学位) 04068)",0,1,16,唐堂(15173) 星期三1-2节 [1-16] 安楼A208
CME350802,人工智能基础,2,,汪远翔,23540,null,专业选修课,英语,嘉定校区,"2024(机械设计制造及其自动化 04034),2025(机械设计制造及其自动化(二学位) 04068)",0,1,16,汪远翔(23540) 星期三1-2节 [1-16] 安楼A204
CME450801,运筹学,2,,段春艳,19075,,专业选修课,中文,嘉定校区,2024(智能制造工程 04009),0,1,8,段春艳(19075) 星期四5-8节 [1-8] 博楼B211
CME000302,工程中的有限单元法及应用,2,,刘晓东,96068,,工程能力与创新思维,中文,嘉定校区,,0,1,12,刘晓东(96068) 星期一9-10节 [1-12] 博楼B103
CME230401,机械工程材料,2,,杨玉娟,11097,,专业必修课,中文,嘉定校区,"2024(能源与动力工程 04024),2024(能源与动力工程(应用化学双学士学位) 04065),2024(机械设计制造及其自动化(精英班) 09026),2024(智能制造工程(精英班) 09028),2025(智能制造工程 04009),2025(能源与动力工程(二学位) 04067)",0,1,16,杨玉娟(11097) 星期一1-2节 [1-16] 广楼G109
CME230402,机械工程材料,2,,杨玉娟,11097,,专业基础课,中文,嘉定校区,2025(机械设计制造及其自动化 04034),0,1,16,杨玉娟(11097) 星期一3-4节 [1-16] 广楼G109
CME230403,机械工程材料,2,,"闵峻英,侯泽然","17501,23009","教授,",专业基础课,中文,嘉定校区,"2025(智能制造工程 04009),2025(车辆工程 43002)",0,1,16,侯泽然(23009) 星期一3-4节 [1-13 16] 安楼A219 闵峻英(17501) 星期一3-4节 [14-15] 安楼A219
CME330901,机械制造技术基础,2,,朱传敏,01065,,专业基础课,中文,嘉定校区,2024(车辆工程 43002),0,1,16,朱传敏(01065) 星期三3-4节 [1-16] 安楼A214
CME450901,工程机械底盘概论,2,,李安虎,07088,,专业选修课,中文,嘉定校区,"2023(机械设计制造及其自动化 04034),2025(机械设计制造及其自动化(二学位) 04068)",0,1,8,李安虎(07088) 星期一5-8节 [1-8] 博楼B115
CME451001,工程机械设计（一）,2,,孙远韬,11107,,专业选修课,中文,嘉定校区,"2023(中德机械工程与机器人(创新实验区) 04004),2023(机械设计制造及其自动化 04034),2025(机械设计制造及其自动化(二学位) 04068)",0,1,8,孙远韬(11107) 星期五5-8节 [1-8] 博楼B106
CME360301,机械专业课实验（上）,2,,于睿坤,08030,,实践环节课程,中文,嘉定校区,"2024(中德机械工程与机器人(创新实验区) 04004),2024(机械设计制造及其自动化 04034),2025(机械设计制造及其自动化(二学位) 04068)",0,1,8,于睿坤(08030) 星期三5-8节 [1-8] 致臻楼实验室
CME360302,机械专业课实验（上）,2,,朱传敏,01065,,实践环节课程,英语,嘉定校区,2024(机械设计制造及其自动化 04034),0,1,8,朱传敏(01065) 星期四5-8节 [1-8] 致臻楼实验室
,嵌入式系统硬件设计,1,,赵清理,98786,,个性化课程,中文,嘉定校区,"2023(中德机械工程与机器人(创新实验区) 04004),2023(建筑环境与能源应用工程 04014),2023(能源与动力工程 04024),2023(机械设计制造及其自动化 04034),2023(能源与动力工程(应用化学双学士学位) 04065)",0,9,16,赵清理(98786) 星期日1-2节 [9-16] 不排教室
,linux嵌入式操作系统基础,1,,赵清理,98786,,个性化课程,中文,嘉定校区,2023(中德机械工程与机器人(创新实验区) 04004),0,9,16,赵清理(98786) 星期日3-4节 [9-16] 不排教室
CME270101,机械与能源专业创新实践课程1,1,,余春龙,21031,,个性化课程,英语,嘉定校区,2025(中德机械工程与机器人(创新实验区) 04004),0,1,8,余春龙(21031) 星期四7-8节 [1-8] 诚楼C402
CME270201,机械与能源专业创新实践课程2,1,,李峥嵘,97049,,个性化课程,中文,四平路校区,2025(建筑环境与能源应用工程 02011),0,1,8,李峥嵘(97049) 星期一5-6节 [1-8] 北314
CME270202,机械与能源专业创新实践课程2,1,,陈志光,11310080,null,个性化课程,中文,嘉定校区,"2025(能源与动力工程 04024),2025(能源与动力工程(应用化学双学士学位) 04065)",0,1,16,陈志光(11310080) 星期五5-6节 [2-16双] 博楼B202
CME270203,机械与能源专业创新实践课程2,1,,陈德珍,97055,,个性化课程,中文,嘉定校区,"2025(能源与动力工程 04024),2025(能源与动力工程(应用化学双学士学位) 04065)",0,1,16,陈德珍(97055) 星期五5-6节 [2-16双] 博楼B302
CME270204,机械与能源专业创新实践课程2,1,,高乃平,08109,,个性化课程,中文,嘉定校区,"2025(能源与动力工程 04024),2025(能源与动力工程(应用化学双学士学位) 04065)",0,1,16,高乃平(08109) 星期五5-6节 [2-16双] 宁远馆B303
CME270205,机械与能源专业创新实践课程2,1,,刘畅辉,20018,,个性化课程,中文,嘉定校区,2025(机械设计制造及其自动化 04034),0,9,16,刘畅辉(20018) 星期三1-2节 [9-16] 安楼A105
CME370201,机械与能源专业创新实践课程3,1,,夏海生,24010,,个性化课程,英语,嘉定校区,2024(中德机械工程与机器人(创新实验区) 04004),0,1,8,夏海生(24010) 星期一9-10节 [1-8] 安楼A106
CME370301,机械与能源专业创新实践课程4,1,,李翠,17033,,个性化课程,中文,嘉定校区,"2024(建筑环境与能源应用工程 04014),2024(能源与动力工程 04024),2024(能源与动力工程(应用化学双学士学位) 04065)",0,1,16,李翠(17033) 星期一3-4节 [1-15单] 华楼H304
CME370302,机械与能源专业创新实践课程4,1,,余建波,13163,,个性化课程,英语,嘉定校区,2024(机械设计制造及其自动化 04034),0,1,8,余建波(13163) 星期三3-4节 [1-8] 安楼A202
CME370303,机械与能源专业创新实践课程4,1,,刘畅辉,20018,,个性化课程,中文,嘉定校区,2024(机械设计制造及其自动化 04034),0,1,8,刘畅辉(20018) 星期四5-6节 [1-8] 安楼A107
CME470302,机械与能源专业创新实践课程5,1,,Christopher Ehrmann,21163,,个性化课程,英语,嘉定校区,2023(中德机械工程与机器人(创新实验区) 04004),0,9,16,Christopher Ehrmann(21163) 星期三7-8节 [9-16] 诚楼C408A
CME451702,制造工程数字化技术,2,,"朱传敏,涂倩思","01065,22114",",",专业选修课,英语,嘉定校区,"2023(中德机械工程与机器人(创新实验区) 04004),2023(机械设计制造及其自动化 04034),2025(机械设计制造及其自动化(二学位) 04068)",0,1,8,涂倩思(22114) 星期一1-4节 [1-4] 博楼B101 朱传敏(01065) 星期一1-4节 [5-8] 博楼B101
CME451802,制造装备与生产线设计原理,2,,徐立云,06015,,专业选修课,中文,嘉定校区,"2023(中德机械工程与机器人(创新实验区) 04004),2023(机械设计制造及其自动化 04034),2025(机械设计制造及其自动化(二学位) 04068)",0,1,8,徐立云(06015) 星期五1-4节 [1-8] 博楼B101
CME451901,电液比例控制技术,2,,米智楠,04187,,专业选修课,中文,嘉定校区,"2023(中德机械工程与机器人(创新实验区) 04004),2023(机械设计制造及其自动化 04034),2025(机械设计制造及其自动化(二学位) 04068)",0,1,8,米智楠(04187) 星期二1-4节 [1-8] 博楼B113
CME452001,单片机与接口技术,2,,周爱国,04096,,专业选修课,中文,嘉定校区,"2023(中德机械工程与机器人(创新实验区) 04004),2023(机械设计制造及其自动化 04034),2025(机械设计制造及其自动化(二学位) 04068)",0,1,8,周爱国(04096) 星期四1-4节 [1-8] 博楼B117
,人工智能基础,1,,简冰聪,24063,,个性化课程,中文,嘉定校区,"2023(建筑环境与能源应用工程 04014),2023(能源与动力工程 04024),2023(能源与动力工程(应用化学双学士学位) 04065)",0,1,8,简冰聪(24063) 星期日5-6节 [1-8] 不排教室
CME330201,机械设计基础,2,,周鹏,24202,,专业基础课,中文,嘉定校区,"2024(建筑环境与能源应用工程 04014),2024(能源与动力工程(应用化学双学士学位) 04065)",0,1,16,周鹏(24202) 星期四1-2节 [1-16] 博楼B114
CME330202,机械设计基础,2,,冯建国,24137,,专业基础课,中文,嘉定校区,2024(能源与动力工程 04024),0,1,16,冯建国(24137) 星期四1-2节 [1-16] 博楼B104
CME330203,机械设计基础,2,,杨玉娟,11097,,专业基础课,中文,嘉定校区,"2024(建筑环境与能源应用工程 04014),2024(能源与动力工程(应用化学双学士学位) 04065)",0,1,16,杨玉娟(11097) 星期四1-2节 [1-16] 博楼B115
CME340301,工程管理与经济,1,,涂倩思,22114,,专业基础课,英语,嘉定校区,2023(中德机械工程与机器人(创新实验区) 04004),0,1,8,涂倩思(22114) 星期一5-6节 [1-8] 安楼A105
CME360901,机械制造技术基础课程设计,1,,刘雪梅,05193,,实践环节课程,中文,嘉定校区,"2024(中德机械工程与机器人(创新实验区) 04004),2024(机械设计制造及其自动化 04034),2024(机械设计制造及其自动化(精英班) 09026)",0,13,16,刘雪梅(05193) 星期五5-8节 [13-16] 安楼A208
CME360902,机械制造技术基础课程设计,1,,李晏,93018,,实践环节课程,中文,嘉定校区,"2024(中德机械工程与机器人(创新实验区) 04004),2024(机械设计制造及其自动化 04034),2024(机械设计制造及其自动化(精英班) 09026)",0,13,16,李晏(93018) 星期五5-8节 [13-16] 安楼A205
CME360903,机械制造技术基础课程设计,1,,刘晓东,96068,,实践环节课程,中文,嘉定校区,"2024(中德机械工程与机器人(创新实验区) 04004),2024(机械设计制造及其自动化 04034),2024(机械设计制造及其自动化(精英班) 09026)",0,13,16,刘晓东(96068) 星期五5-8节 [13-16] 安楼A207
CME340402,机械制造技术基础,3,,李晏,93018,,专业必修课,中文,嘉定校区,"2024(中德机械工程与机器人(创新实验区) 04004),2024(机械设计制造及其自动化 04034),2024(机械设计制造及其自动化(精英班) 09026),2024(商用大飞机校企联合人才培养创新模式实验班 45003),2024(飞行器制造工程 45024),2025(车辆工程(汽车)(二学位) 19026)",0,1,12,李晏(93018) 星期五5-8节 [1-12] 安楼A304
